SUBSTATION_NUMBER,TRANSFORMER_TYPE,TOTAL_CUSTOMERS,Transformer_RATING,Percentage_IC,LV_FEEDER_COUNT,GRID_REFERENCE
511016,Grd Mtd Dist. Substation,206,750,0.703084061,5,ST187800775900
511017,Grd Mtd Dist. Substation,0,500,0.092646793,0,ST181000782000
511028,Grd Mtd Dist. Substation,280,500,0.248046066,5,ST188400769800
511029,Grd Mtd Dist. Substation,268,500,0.160297864,3,ST188200771500
511030,Grd Mtd Dist. Substation,299,500,0.283330836,5,ST187300772600
511032,Grd Mtd Dist. Substation,108,800,0.898029727,3,ST191800779200
511033,Grd Mtd Dist. Substation,292,1000,0.731561007,5,ST191000779300
511034,Grd Mtd Dist. Substation,345,1000,0.732522489,5,ST188900778300
511035,Grd Mtd Dist. Substation,272,500,0.172172559,3,ST188400783000
511079,Grd Mtd Dist. Substation,129,500,0.166731883,3,ST104500694400
511150,Grd Mtd Dist. Substation,16,200,0.923233325,2,ST209200764400
511151,Grd Mtd Dist. Substation,7,500,1,3,ST208300763500
511152,Grd Mtd Dist. Substation,19,500,1,5,ST208000764200
511188,Grd Mtd Dist. Substation,4,1000,0,4,ST204900759800
511191,Grd Mtd Dist. Substation,0,1000,1,1,ST204100757300
511196,Grd Mtd Dist. Substation,37,1000,0.990141677,4,ST202200758400
511198,Grd Mtd Dist. Substation,0,800,1,1,ST202000757500
511219,Grd Mtd Dist. Substation,168,300,0.16887386,3,ST199100771800
511220,Grd Mtd Dist. Substation,100,800,0.069311637,2,ST199000770200
511221,Grd Mtd Dist. Substation,216,300,0.255929408,4,ST198600771500
511222,Grd Mtd Dist. Substation,286,500,0.218464483,5,ST195600761000
511266,Grd Mtd Dist. Substation,22,800,1,3,ST210500756900
511269,Grd Mtd Dist. Substation,12,500,0.993246946,5,ST209000750300
511274,Grd Mtd Dist. Substation,190,800,0.380080456,4,ST206500765200
511275,Grd Mtd Dist. Substation,381,500,0.070424308,5,ST204400765600
511276,Grd Mtd Dist. Substation,213,300,0.155715626,4,ST204100771300
511277,Grd Mtd Dist. Substation,411,500,0.154756971,5,ST202000769800
511278,Grd Mtd Dist. Substation,263,500,0.221117193,4,ST200700763500
511279,Grd Mtd Dist. Substation,3,1000,0.439843763,5,ST200500766800
511281,Grd Mtd Dist. Substation,93,800,0.779831253,5,ST199000760200
511298,Grd Mtd Dist. Substation,145,300,0.107129215,5,ST173100762000
511300,Grd Mtd Dist. Substation,389,500,0.263117629,4,ST168600761100
511301,Grd Mtd Dist. Substation,276,500,0.085954775,5,ST166000761800
511302,Grd Mtd Dist. Substation,171,300,0.023976364,5,ST163800759500
511310,Grd Mtd Dist. Substation,348,380,0.362527733,5,ST176300761000
511311,Grd Mtd Dist. Substation,7,300,0.174339472,0,ST175000761800
511320,Grd Mtd Dist. Substation,204,300,0.061236857,7,ST182600748600
511321,Grd Mtd Dist. Substation,0,800,0.088716689,0,ST180700747700
511323,Grd Mtd Dist. Substation,3,1000,1,1,ST187500765800
511360,Grd Mtd Dist. Substation,0,500,1,1,ST188500761000
511361,Grd Mtd Dist. Substation,1,500,1,1,ST187500760800
511362,Grd Mtd Dist. Substation,106,1000,0.8841705,7,ST191600746600
511363,Grd Mtd Dist. Substation,22,1000,1,5,ST191500745100
511364,Grd Mtd Dist. Substation,139,1000,0.921527612,5,ST191000748600
511366,Grd Mtd Dist. Substation,87,1000,0.560435568,4,ST189400747100
511368,Grd Mtd Dist. Substation,41,1000,0.992199083,4,ST188900763600
511370,Grd Mtd Dist. Substation,19,800,1,4,ST187000766000
511371,Grd Mtd Dist. Substation,19,800,0,4,ST187000765900
511372,Grd Mtd Dist. Substation,37,800,0.998046065,4,ST187000765400
511374,Grd Mtd Dist. Substation,68,500,0.993092956,3,ST187300763000
512015,Grd Mtd Dist. Substation,135,500,0,3,ST221000812100
512016,Grd Mtd Dist. Substation,261,500,0.031298524,4,ST219800809000
512017,Grd Mtd Dist. Substation,231,500,0.010925655,6,ST219600812800
512018,Grd Mtd Dist. Substation,137,300,0.029743884,3,ST219400807000
512019,Grd Mtd Dist. Substation,61,300,0.143200704,3,ST217800810200
512020,Grd Mtd Dist. Substation,42,200,0.27049929,2,ST217000814800
512022,Grd Mtd Dist. Substation,211,300,0,4,ST216000812400
512030,Grd Mtd Dist. Substation,60,200,0.093114539,2,ST233000816400
512050,Grd Mtd Dist. Substation,151,500,0,4,ST226800812400
512051,Grd Mtd Dist. Substation,156,315,0.013213158,4,ST226500825000
512052,Grd Mtd Dist. Substation,141,300,0.691755994,7,ST224800809200
512053,Grd Mtd Dist. Substation,155,300,0,6,ST223400811400
512054,Grd Mtd Dist. Substation,163,500,0.015729108,3,ST222800806600
512055,Grd Mtd Dist. Substation,91,315,0.043780801,3,ST221800809400
512057,Grd Mtd Dist. Substation,329,500,0.178722412,7,ST221600814000
512058,Grd Mtd Dist. Substation,125,315,0.13644204,5,ST214600806400
512060,Grd Mtd Dist. Substation,89,300,0.135731856,4,ST213600803400
512061,Grd Mtd Dist. Substation,0,500,1,1,ST213200805400
512151,Grd Mtd Dist. Substation,320,300,0.258477707,8,ST175800763100
512152,Grd Mtd Dist. Substation,285,1000,0.726750814,5,ST177000764200
512164,Grd Mtd Dist. Substation,297,500,0.265801129,4,ST165200768300
512165,Grd Mtd Dist. Substation,310,500,0.264147728,3,ST163300768000
512167,Grd Mtd Dist. Substation,308,800,0.790618373,6,ST173600766700
512169,Grd Mtd Dist. Substation,213,500,0.184298204,5,ST170200769400
512170,Grd Mtd Dist. Substation,317,500,0.300049689,4,ST168000769000
512171,Grd Mtd Dist. Substation,485,1000,0.354256008,5,ST167500770500
512172,Grd Mtd Dist. Substation,246,500,0.193723966,7,ST165800770200
512177,Grd Mtd Dist. Substation,15,1000,0.937037124,1,ST176100764800
512178,Grd Mtd Dist. Substation,481,750,0.079113715,7,ST170400762900
512179,Grd Mtd Dist. Substation,241,500,0.645037175,4,ST167800763200
512180,Grd Mtd Dist. Substation,152,500,0.537373253,5,ST161000764400
512190,Grd Mtd Dist. Substation,11,500,1,1,ST186100767100
512191,Grd Mtd Dist. Substation,8,800,1,1,ST184900765100
512192,Grd Mtd Dist. Substation,0,800,1,0,ST184000764400
512193,Grd Mtd Dist. Substation,24,800,1,7,ST183700764800
512202,Grd Mtd Dist. Substation,0,500,0.985022411,0,ST184800768200
512425,Grd Mtd Dist. Substation,1,1000,1,1,ST182600753000
512434,Grd Mtd Dist. Substation,5,500,1,3,ST193200760800
512438,Grd Mtd Dist. Substation,0,1000,0.07378157,0,ST192500753000
512440,Grd Mtd Dist. Substation,62,1000,0.034017924,1,ST192200753800
512441,Grd Mtd Dist. Substation,197,800,0.169389285,3,ST191900763300
512442,Grd Mtd Dist. Substation,103,500,0.045065008,1,ST191800752300
512443,Grd Mtd Dist. Substation,129,1000,0.223918015,5,ST191400759300
512444,Grd Mtd Dist. Substation,200,500,0.517858985,4,ST191200755100
512445,Grd Mtd Dist. Substation,0,500,1,1,ST191100765000
512447,Grd Mtd Dist. Substation,70,800,0.170346342,4,ST190400758500
512448,Grd Mtd Dist. Substation,147,1000,0.117867877,4,ST190100757600
512454,Grd Mtd Dist. Substation,3,1000,1,4,ST205900757200
512455,Grd Mtd Dist. Substation,8,500,1,3,ST200300757300
512456,Grd Mtd Dist. Substation,30,800,1,4,ST198000756000
512457,Grd Mtd Dist. Substation,15,800,1,3,ST197200758300
512458,Grd Mtd Dist. Substation,21,1000,1,4,ST196700758400
512462,Grd Mtd Dist. Substation,26,1000,0.452397672,3,ST196900748200
512494,Grd Mtd Dist. Substation,1,315,1,0,ST183900752000
512608,Grd Mtd Dist. Substation,4,500,1,2,ST182500766100
512615,Grd Mtd Dist. Substation,58,1000,1,5,ST183200762500
512618,Grd Mtd Dist. Substation,5,1000,1,3,ST182500766300
512918,Grd Mtd Dist. Substation,149,500,0.173690668,3,ST174500773200
512920,Grd Mtd Dist. Substation,169,315,0.042785578,4,ST176200782400
512922,Grd Mtd Dist. Substation,180,300,0.016395832,3,ST178300782000
512925,Grd Mtd Dist. Substation,227,500,0.375356268,4,ST181000781400
512928,Grd Mtd Dist. Substation,210,500,0.155782096,4,ST179700780800
512929,Grd Mtd Dist. Substation,94,500,0.838879145,2,ST184200794200
513043,Grd Mtd Dist. Substation,86,500,0.927811425,5,ST201200799900
513044,Grd Mtd Dist. Substation,109,500,0,1,ST200000797400
513045,Grd Mtd Dist. Substation,130,500,0.010352545,4,ST200000794900
513046,Grd Mtd Dist. Substation,186,1000,0.041771431,5,ST199400797600
513047,Grd Mtd Dist. Substation,97,500,0.218034779,3,ST197800795800
513048,Grd Mtd Dist. Substation,148,300,0.019587119,3,ST197400800500
513049,Grd Mtd Dist. Substation,225,800,0.001903184,4,ST196000801700
513050,Grd Mtd Dist. Substation,0,500,1,1,ST195600797400
513051,Grd Mtd Dist. Substation,0,315,1,1,ST195500795000
513052,Grd Mtd Dist. Substation,214,800,0.043398622,4,ST195300803000
513173,Grd Mtd Dist. Substation,240,500,0.291604803,6,ST185000779000
513174,Grd Mtd Dist. Substation,209,800,0.78661266,5,ST183700780800
513175,Grd Mtd Dist. Substation,129,300,0.525475931,5,ST183700779500
513179,Grd Mtd Dist. Substation,0,500,1,2,ST177700776200
513180,Grd Mtd Dist. Substation,92,800,0.765269336,4,ST176900777400
513181,Grd Mtd Dist. Substation,13,100,0.893864148,1,ST175200775900
513183,Grd Mtd Dist. Substation,111,500,0.284005863,3,ST174200780400
513184,Grd Mtd Dist. Substation,1,315,1,1,ST173800782100
513229,Grd Mtd Dist. Substation,284,500,0.129244353,5,ST179300739300
513235,Grd Mtd Dist. Substation,360,500,0.191240843,4,ST178900746700
513236,Grd Mtd Dist. Substation,328,500,0.097147503,9,ST177200748800
513237,Grd Mtd Dist. Substation,52,800,0.263705077,3,ST176300747900
513238,Grd Mtd Dist. Substation,0,300,0.23165563,0,ST171600746400
513242,Grd Mtd Dist. Substation,7,315,0.964182262,1,ST172300738700
513243,Grd Mtd Dist. Substation,4,315,1,1,ST173000734300
513244,Grd Mtd Dist. Substation,0,1000,0.843770584,0,ST177500738800
513246,Grd Mtd Dist. Substation,412,1000,0.441019859,4,ST176400742300
513247,Grd Mtd Dist. Substation,69,500,0.845964107,3,ST175100732500
513248,Grd Mtd Dist. Substation,105,800,0.294649129,4,ST173600733600
513249,Grd Mtd Dist. Substation,268,500,0.072409779,5,ST178800736900
513250,Grd Mtd Dist. Substation,0,1000,1,1,ST176300733400
513251,Grd Mtd Dist. Substation,5,315,0.97646574,3,ST177400729300
513253,Grd Mtd Dist. Substation,52,500,0.005538404,3,ST181000736800
513254,Grd Mtd Dist. Substation,146,800,0.019572932,4,ST180900730600
513256,Grd Mtd Dist. Substation,185,1000,0.011770835,4,ST180300736200
513257,Grd Mtd Dist. Substation,221,1000,0.032736685,5,ST179200737500
513268,Grd Mtd Dist. Substation,3,1000,1,0,ST196400748300
513269,Grd Mtd Dist. Substation,39,800,0.47645626,1,ST192200753700
513270,Grd Mtd Dist. Substation,1,500,1,0,ST209800749300
513273,Grd Mtd Dist. Substation,203,300,0.224080723,4,ST199100771800
513278,Grd Mtd Dist. Substation,2,500,1,1,ST172700766100
513291,Grd Mtd Dist. Substation,0,800,1,0,ST185500758800
513292,Grd Mtd Dist. Substation,0,800,1,0,ST185300758700
513314,Grd Mtd Dist. Substation,0,800,1,2,ST174200779900
513321,Grd Mtd Dist. Substation,23,1000,0.9664301,5,ST206800757600
513322,Grd Mtd Dist. Substation,37,1000,1,5,ST208900750900
513326,Grd Mtd Dist. Substation,41,800,0.625812254,3,ST187300765200
513329,Grd Mtd Dist. Substation,0,500,1,1,ST175900731600
513352,Grd Mtd Dist. Substation,1,800,1,0,ST175900778700
513358,Grd Mtd Dist. Substation,46,1000,1,4,ST184900765100
513378,Grd Mtd Dist. Substation,6,1000,1,0,ST183700764800
513385,Grd Mtd Dist. Substation,47,1000,0.194632115,0,ST186400749100
513397,Grd Mtd Dist. Substation,2,800,1,1,ST192700759100
513399,Grd Mtd Dist. Substation,0,500,1,1,ST202000758100
513404,Grd Mtd Dist. Substation,1,500,1,0,ST207300758200
513409,Grd Mtd Dist. Substation,71,200,0.852183655,3,ST181000775400
513410,Grd Mtd Dist. Substation,124,800,0.951101283,2,ST167400765400
513412,Grd Mtd Dist. Substation,107,1000,0,4,ST186800760200
513427,Grd Mtd Dist. Substation,79,1000,0,4,ST186800760200
513435,Grd Mtd Dist. Substation,109,1000,0.470198984,5,ST186800760200
513437,Grd Mtd Dist. Substation,37,800,0.940846606,4,ST199700755900
513454,Grd Mtd Dist. Substation,0,1000,1,0,ST202400759500
513458,Grd Mtd Dist. Substation,171,300,0.15393588,2,ST181000775400
513461,Grd Mtd Dist. Substation,205,300,0.178255044,2,ST180400778700
513469,Grd Mtd Dist. Substation,177,300,0.034492966,2,ST177600779200
513470,Grd Mtd Dist. Substation,121,300,0.243469812,1,ST180400778700
513473,Grd Mtd Dist. Substation,152,300,0.010529205,1,ST177600779200
513474,Grd Mtd Dist. Substation,62,200,0.378410537,2,ST179600758200
513477,Grd Mtd Dist. Substation,35,500,0.185780422,3,ST191400742500
513480,Grd Mtd Dist. Substation,138,500,0.138796825,1,ST179600758200
513503,Grd Mtd Dist. Substation,116,1000,0.193665573,5,ST175300730600
513511,Grd Mtd Dist. Substation,0,500,1,0,ST200100761800
513521,Grd Mtd Dist. Substation,100,1000,0.25886486,5,ST196300747800
513522,Grd Mtd Dist. Substation,92,1000,0.233695031,4,ST196200747700
513523,Grd Mtd Dist. Substation,128,1000,0.242470096,4,ST196200747500
513535,Grd Mtd Dist. Substation,17,800,0.83198407,4,ST201800757000
513537,Grd Mtd Dist. Substation,0,1000,1,1,ST179100757900
513545,Grd Mtd Dist. Substation,6,800,1,5,ST203500753300
513552,Grd Mtd Dist. Substation,1,1000,1,3,ST183400762400
513554,Grd Mtd Dist. Substation,5,1000,1,4,ST183300762500
513556,Grd Mtd Dist. Substation,64,800,0.700499587,3,ST180300732300
513557,Grd Mtd Dist. Substation,65,500,0.215091994,2,ST195500756200
513558,Grd Mtd Dist. Substation,80,800,0.03976602,5,ST195900745700
513559,Grd Mtd Dist. Substation,102,1000,0.260459772,4,ST195700747200
513569,Grd Mtd Dist. Substation,11,1000,1,5,ST184900763500
513574,Grd Mtd Dist. Substation,5,1000,1,4,ST184900763500
513575,Grd Mtd Dist. Substation,0,315,1,1,ST182500748600
513582,Grd Mtd Dist. Substation,0,500,1,0,ST176900740100
513584,Grd Mtd Dist. Substation,3,500,0.988958229,2,ST176100734900
513595,Grd Mtd Dist. Substation,0,500,1,1,ST174900733600
513607,Grd Mtd Dist. Substation,0,1000,1,0,ST204100757400
513611,Grd Mtd Dist. Substation,0,800,1,0,ST185500758800
513612,Grd Mtd Dist. Substation,0,1000,0.375848585,0,ST187300765200
513614,Grd Mtd Dist. Substation,10,1000,0.98609823,0,ST182600766300
513616,Grd Mtd Dist. Substation,53,1000,0.779533518,0,ST183400762400
513636,Grd Mtd Dist. Substation,128,1000,0,0,ST187300765200
513641,Grd Mtd Dist. Substation,0,500,0.038275759,0,ST195800747600
513668,Grd Mtd Dist. Substation,0,0,0.98702613,2,ST199600762600
513673,Grd Mtd Dist. Substation,8,1000,1,4,ST173000759800
513687,Grd Mtd Dist. Substation,0,1000,1,1,ST173100759800
513689,Grd Mtd Dist. Substation,0,315,1,1,ST200900744900
513690,Grd Mtd Dist. Substation,24,315,0,1,ST180500751200
513692,Grd Mtd Dist. Substation,75,500,0,3,ST186800774100
513699,Grd Mtd Dist. Substation,406,800,0.384717995,0,ST184800773200
513759,Grd Mtd Dist. Substation,0,1000,1,0,ST183700764800
521053,Grd Mtd Dist. Substation,49,500,0.985050598,5,SS653600923300
521054,Grd Mtd Dist. Substation,14,800,0.996768882,1,SS653100927400
521055,Grd Mtd Dist. Substation,148,500,0.095690552,4,SS652200927000
521056,Grd Mtd Dist. Substation,1,500,1,1,SS651800924500
521058,Grd Mtd Dist. Substation,40,800,0.692233959,3,SS650900925000
521059,Grd Mtd Dist. Substation,4,200,1,1,SS650800922200
521064,Grd Mtd Dist. Substation,110,800,0.489919157,6,SS651000927700
521065,Grd Mtd Dist. Substation,210,500,0.287850925,4,SS649800932700
521066,Grd Mtd Dist. Substation,428,1000,0.173338445,7,SS649600934400
521067,Grd Mtd Dist. Substation,213,500,0.639444961,4,SS648100931000
521068,Grd Mtd Dist. Substation,276,500,0.1692112,4,SS647600931800
521069,Grd Mtd Dist. Substation,7,800,1,2,SS654900928900
521070,Grd Mtd Dist. Substation,68,1000,0.987721361,5,SS654400924900
521071,Grd Mtd Dist. Substation,17,800,1,4,SS653400928500
521072,Grd Mtd Dist. Substation,22,500,0.965623347,3,SS652200928600
521079,Grd Mtd Dist. Substation,287,500,0.378061529,5,SS650200921200
521084,Grd Mtd Dist. Substation,569,800,0.373599695,16,SS645800924000
521514,Grd Mtd Dist. Substation,9,200,0.760874658,1,SS659400975300
521515,Grd Mtd Dist. Substation,223,315,0.195812124,8,SS658400977000
521516,Grd Mtd Dist. Substation,235,300,0.823246608,4,SS658000979000
521623,Grd Mtd Dist. Substation,34,1000,1,5,SS678000976000
521625,Grd Mtd Dist. Substation,11,500,1,1,SS676600971600
521626,Grd Mtd Dist. Substation,61,500,1,4,SS675000972000
521628,Grd Mtd Dist. Substation,97,800,0.78227809,3,SS672400978500
521629,Grd Mtd Dist. Substation,487,500,0.20229871,5,SS667600976800
521630,Grd Mtd Dist. Substation,307,300,0.094042131,4,SS663000980900
521631,Grd Mtd Dist. Substation,109,300,0,2,SS661400979200
521632,Grd Mtd Dist. Substation,0,200,1,1,SS659800976700
521699,Grd Mtd Dist. Substation,42,500,1,3,SS675500973500
521700,Grd Mtd Dist. Substation,7,500,1,2,SS674400975200
521701,Grd Mtd Dist. Substation,0,800,1,1,SS673500972900
521702,Grd Mtd Dist. Substation,0,800,1,1,SS673200972100
521703,Grd Mtd Dist. Substation,16,500,1,3,SS672300972600
521704,Grd Mtd Dist. Substation,6,315,1,2,SS671400970700
521705,Grd Mtd Dist. Substation,26,500,0.988370096,3,SS669200965500
521706,Grd Mtd Dist. Substation,11,500,1,4,SS669000964500
521707,Grd Mtd Dist. Substation,375,500,0.232405475,6,SS667700969900
521708,Grd Mtd Dist. Substation,9,800,0.956406848,2,SS660400957600
521709,Grd Mtd Dist. Substation,381,500,0.087864113,5,SS651900961100
521710,Grd Mtd Dist. Substation,238,500,0.181863048,5,SS650100962000
521719,Grd Mtd Dist. Substation,95,300,0.242239956,3,SN688000011000
521727,Grd Mtd Dist. Substation,173,315,0.08607041,4,SN685800016800
521728,Grd Mtd Dist. Substation,115,300,0,4,SN684600018600
521813,Grd Mtd Dist. Substation,1,500,0.639833972,1,SS659900952000
521838,Pole Mtd Dist. Substation,1,15,0,1,SS667600938400
521840,Grd Mtd Dist. Substation,0,500,0.067956852,0,SS665400964600
521842,Grd Mtd Dist. Substation,143,300,0.064688507,5,SS664800974900
521843,Pole Mtd Dist. Substation,1,16,1,1,SS684700941700
521844,Pole Mtd Dist. Substation,2,16,0,1,SS684000944600
521845,Pole Mtd Dist. Substation,1,16,0,1,SS683100941000
521846,Pole Mtd Dist. Substation,1,16,0,1,SS682800946000
521847,Pole Mtd Dist. Substation,1,16,0,1,SS682200938500
521849,Pole Mtd Dist. Substation,2,16,0.538850284,1,SS677300941700
521850,Pole Mtd Dist. Substation,1,25,1,1,SS695000958800
521852,Pole Mtd Dist. Substation,1,16,0,1,SS691700956800
521853,Pole Mtd Dist. Substation,1,16,0,1,SS690700956200
521854,Pole Mtd Dist. Substation,1,16,0,1,SS689200954900
521855,Pole Mtd Dist. Substation,4,16,0.013376078,1,SS687900951900
521856,Pole Mtd Dist. Substation,18,100,0.575544874,1,SS685500955300
521857,Pole Mtd Dist. Substation,38,100,0.049489556,1,SS683400950700
521858,Pole Mtd Dist. Substation,1,15,0,1,SS683500952200
521859,Grd Mtd Dist. Substation,510,100,0.99363115,4,SS687000935700
521864,Grd Mtd Dist. Substation,154,500,0.16616781,5,SS669500950800
521865,Grd Mtd Dist. Substation,517,800,0.109068639,8,SS667100932300
521868,Grd Mtd Dist. Substation,364,500,0.00152382,4,SS664000939000
521869,Grd Mtd Dist. Substation,344,500,0.084949236,4,SS663900934600
521871,Grd Mtd Dist. Substation,2,500,1,2,SS663200949200
521872,Grd Mtd Dist. Substation,234,300,0.449619088,3,SS663100933200
521874,Grd Mtd Dist. Substation,15,500,1,5,SS672300940300
521875,Pole Mtd Dist. Substation,2,15,0,1,SS670100938900
521876,Pole Mtd Dist. Substation,1,15,0,1,SS668800938300
521877,Grd Mtd Dist. Substation,95,200,0,2,SS663600972000
521878,Grd Mtd Dist. Substation,241,500,0.077633196,4,SS661600966200
521879,Grd Mtd Dist. Substation,0,500,0.217263723,0,SS661400961800
522228,Grd Mtd Dist. Substation,32,800,0.680501491,3,SS661300944900
522238,Grd Mtd Dist. Substation,0,315,1,2,SS658200937800
522239,Grd Mtd Dist. Substation,1,800,1,1,SS658000937300
522240,Grd Mtd Dist. Substation,103,500,0.54319298,4,SS657800932200
522241,Grd Mtd Dist. Substation,305,500,0.65350533,7,SS656600932700
522242,Grd Mtd Dist. Substation,155,500,0.504926613,3,SS656000940300
522243,Grd Mtd Dist. Substation,539,500,0.192547003,9,SS655900949200
522245,Grd Mtd Dist. Substation,303,500,0.383037617,6,SS652900946000
522246,Grd Mtd Dist. Substation,12,315,0.967689108,2,SS650700946900
522247,Grd Mtd Dist. Substation,1,200,1,1,SS647300946500
522248,Grd Mtd Dist. Substation,41,315,0.907550756,3,SS647100947600
522252,Grd Mtd Dist. Substation,136,800,0.43406354,5,SS655400935400
522253,Grd Mtd Dist. Substation,85,500,0.765949065,4,SS654700934400
522254,Grd Mtd Dist. Substation,1,300,0,1,SS653400931200
522263,Grd Mtd Dist. Substation,48,500,0.581323031,1,SS654900933400
522264,Grd Mtd Dist. Substation,259,300,0.012865088,4,SS654700934500
522265,Grd Mtd Dist. Substation,0,500,1,0,SS653800933200
522273,Grd Mtd Dist. Substation,1,500,1,0,SS661100941100
522275,Grd Mtd Dist. Substation,535,500,0.253074822,4,SS659900944100
522277,Grd Mtd Dist. Substation,477,500,0.996272952,8,SS663600952200
